section_crn,subject,number,section,info,time,times_summary,locations_summary,times_long_summary,times_by_day
24341,CHEM,013D,01,Discussion Section,M 7.00-7.50p WLH 003,M 7:00pm-7:50pm,WLH 003,M 7:00pm-7:50pm in WLH 003,"{'Monday': ('19:00', '19:50', 'WLH 003')}"
24342,CHEM,013D,02,Discussion Section,M 8.00-8.50p,M 8:00pm-8:50pm,,M 8:00pm-8:50pm,"{'Monday': ('20:00', '20:50', '')}"
24343,CHEM,013D,03,Discussion Section,T 7.00-7.50p,T 7:00pm-7:50pm,,T 7:00pm-7:50pm,"{'Tuesday': ('19:00', '19:50', '')}"
24344,CHEM,013D,04,Discussion Section,T 8.00-8.50p,T 8:00pm-8:50pm,,T 8:00pm-8:50pm,"{'Tuesday': ('20:00', '20:50', '')}"
25404,CHEM,013D,05,Discussion Section,T 7.00-7.50p,T 7:00pm-7:50pm,,T 7:00pm-7:50pm,"{'Tuesday': ('19:00', '19:50', '')}"
25405,CHEM,013D,06,Discussion Section,T 8.00-8.50p WLH 002,T 8:00pm-8:50pm,WLH 002,T 8:00pm-8:50pm in WLH 002,"{'Tuesday': ('20:00', '20:50', 'WLH 002')}"
24221,CHEM,113D,01,Discussion Section,M 11.35-12.25 SCL 160,M 11:35am-12:25am,SCL 160,M 11:35am-12:25am in SCL 160,"{'Monday': ('11:35', '12:25', 'SCL 160')}"
24222,CHEM,113D,02,Discussion Section,T 1.30-2.20,T 1:30pm-2:20pm,,T 1:30pm-2:20pm,"{'Tuesday': ('13:30', '14:20', '')}"
24223,CHEM,113D,03,Discussion Section,W 2.30-3.20,W 2:30pm-3:20pm,,W 2:30pm-3:20pm,"{'Wednesday': ('14:30', '15:20', '')}"
24224,CHEM,113D,04,Discussion Section,Th 11.35-12.25 SCL 21,Th 11:35am-12:25am,SCL 21,Th 11:35am-12:25am in SCL 21,"{'Thursday': ('11:35', '12:25', 'SCL 21')}"
24225,CHEM,114D,01,Discussion Section,M 11.35-12.25 BASSLB L70,M 11:35am-12:25am,BASSLB L70,M 11:35am-12:25am in BASSLB L70,"{'Monday': ('11:35', '12:25', 'BASSLB L70')}"
24226,CHEM,114D,02,Discussion Section,T 11.35-12.25 SCL 21,T 11:35am-12:25am,SCL 21,T 11:35am-12:25am in SCL 21,"{'Tuesday': ('11:35', '12:25', 'SCL 21')}"
24227,CHEM,114D,03,Discussion Section,W 1.30-2.20 SCL 19,W 1:30pm-2:20pm,SCL 19,W 1:30pm-2:20pm in SCL 19,"{'Wednesday': ('13:30', '14:20', 'SCL 19')}"
24228,CHEM,114D,04,Discussion Section,T 1.30-2.20 SCL 21,T 1:30pm-2:20pm,SCL 21,T 1:30pm-2:20pm in SCL 21,"{'Tuesday': ('13:30', '14:20', 'SCL 21')}"
24229,CHEM,115D,01,Discussion Section,M 11.35-12.25 SCL 110,M 11:35am-12:25am,SCL 110,M 11:35am-12:25am in SCL 110,"{'Monday': ('11:35', '12:25', 'SCL 110')}"
24230,CHEM,115D,02,Discussion Section,M 1.30-2.20 SCL 18,M 1:30pm-2:20pm,SCL 18,M 1:30pm-2:20pm in SCL 18,"{'Monday': ('13:30', '14:20', 'SCL 18')}"
24231,CHEM,115D,03,Discussion Section,M 2.30-3.20 SCL 18,M 2:30pm-3:20pm,SCL 18,M 2:30pm-3:20pm in SCL 18,"{'Monday': ('14:30', '15:20', 'SCL 18')}"
24232,CHEM,115D,04,Discussion Section,T 11.35-12.25 SCL 18,T 11:35am-12:25am,SCL 18,T 11:35am-12:25am in SCL 18,"{'Tuesday': ('11:35', '12:25', 'SCL 18')}"
24233,CHEM,115D,05,Discussion Section,T 1.30-2.20 SCL 18,T 1:30pm-2:20pm,SCL 18,T 1:30pm-2:20pm in SCL 18,"{'Tuesday': ('13:30', '14:20', 'SCL 18')}"
24234,CHEM,115D,06,Discussion Section,T 2.30-3.20 SCL 18,T 2:30pm-3:20pm,SCL 18,T 2:30pm-3:20pm in SCL 18,"{'Tuesday': ('14:30', '15:20', 'SCL 18')}"
24235,CHEM,115D,07,Discussion Section,W 11.35-12.25 SCL 110,W 11:35am-12:25am,SCL 110,W 11:35am-12:25am in SCL 110,"{'Wednesday': ('11:35', '12:25', 'SCL 110')}"
24236,CHEM,115D,08,Discussion Section,W 1.30-2.20 SCL 18,W 1:30pm-2:20pm,SCL 18,W 1:30pm-2:20pm in SCL 18,"{'Wednesday': ('13:30', '14:20', 'SCL 18')}"
24237,CHEM,115D,09,Discussion Section,W 2.30-3.20 SCL 18,W 2:30pm-3:20pm,SCL 18,W 2:30pm-3:20pm in SCL 18,"{'Wednesday': ('14:30', '15:20', 'SCL 18')}"
24238,CHEM,115D,10,Discussion Section,Th 11.35-12.25 SCL 18,Th 11:35am-12:25am,SCL 18,Th 11:35am-12:25am in SCL 18,"{'Thursday': ('11:35', '12:25', 'SCL 18')}"
24239,CHEM,115D,11,Discussion Section,Th 1.30-2.20 SCL 18,Th 1:30pm-2:20pm,SCL 18,Th 1:30pm-2:20pm in SCL 18,"{'Thursday': ('13:30', '14:20', 'SCL 18')}"
24240,CHEM,115D,12,Discussion Section,Th 2.30-3.20 SCL 18,Th 2:30pm-3:20pm,SCL 18,Th 2:30pm-3:20pm in SCL 18,"{'Thursday': ('14:30', '15:20', 'SCL 18')}"
24247,CHEM,116LD,01,Lab section,M 1.00-5.00,M 1:00pm-5:00pm,,M 1:00pm-5:00pm,"{'Monday': ('13:00', '17:00', '')}"
24248,CHEM,116LD,02,Lab section,W 1.00-5.00,W 1:00pm-5:00pm,,W 1:00pm-5:00pm,"{'Wednesday': ('13:00', '17:00', '')}"
24249,CHEM,116LD,03,Lab section,Th 1.00-5.00,Th 1:00pm-5:00pm,,Th 1:00pm-5:00pm,"{'Thursday': ('13:00', '17:00', '')}"
25283,CHEM,116LD,04,Lab section,Th 1.00-5.00,Th 1:00pm-5:00pm,,Th 1:00pm-5:00pm,"{'Thursday': ('13:00', '17:00', '')}"
24288,CHEM,117LD,01,Lab Section,M 12.00-4.00,M 12:00am-4:00pm,,M 12:00am-4:00pm,"{'Monday': ('12:00', '16:00', '')}"
24289,CHEM,117LD,02,Lab Section,M 1.00-5.00,M 1:00pm-5:00pm,,M 1:00pm-5:00pm,"{'Monday': ('13:00', '17:00', '')}"
24290,CHEM,117LD,03,Lab Section,T 12.00-4.00,T 12:00am-4:00pm,,T 12:00am-4:00pm,"{'Tuesday': ('12:00', '16:00', '')}"
24291,CHEM,117LD,04,Lab Section,T 1.00-5.00,T 1:00pm-5:00pm,,T 1:00pm-5:00pm,"{'Tuesday': ('13:00', '17:00', '')}"
24292,CHEM,117LD,05,Lab Section,T 6.00-10.00p,T 6:00pm-10:00pm,,T 6:00pm-10:00pm,"{'Tuesday': ('18:00', '22:00', '')}"
24293,CHEM,117LD,06,Lab Section,W 12.00-4.00,W 12:00am-4:00pm,,W 12:00am-4:00pm,"{'Wednesday': ('12:00', '16:00', '')}"
24294,CHEM,117LD,07,Lab Section,W 1.00-5.00,W 1:00pm-5:00pm,,W 1:00pm-5:00pm,"{'Wednesday': ('13:00', '17:00', '')}"
24295,CHEM,117LD,08,Lab Section,W 6.00-10.00p,W 6:00pm-10:00pm,,W 6:00pm-10:00pm,"{'Wednesday': ('18:00', '22:00', '')}"
24296,CHEM,117LD,09,Lab Section,Th 12.00-4.00,Th 12:00am-4:00pm,,Th 12:00am-4:00pm,"{'Thursday': ('12:00', '16:00', '')}"
24297,CHEM,117LD,10,Lab Section,Th 1.00-5.00,Th 1:00pm-5:00pm,,Th 1:00pm-5:00pm,"{'Thursday': ('13:00', '17:00', '')}"
24283,CHEM,117LD,11,Lab Section,F 12.00-4.00,F 12:00am-4:00pm,,F 12:00am-4:00pm,"{'Friday': ('12:00', '16:00', '')}"
24284,CHEM,117LD,12,Lab Section,F 1.00-5.00,F 1:00pm-5:00pm,,F 1:00pm-5:00pm,"{'Friday': ('13:00', '17:00', '')}"
24285,CHEM,117LD,13,Lab Section,,,,,{}
24286,CHEM,117LD,14,Lab Section,,,,,{}
24287,CHEM,117LD,15,Lab Section,,,,,{}
24250,CHEM,125D,01,Discussion Section,M 7.00-7.50p WLH 202,M 7:00pm-7:50pm,WLH 202,M 7:00pm-7:50pm in WLH 202,"{'Monday': ('19:00', '19:50', 'WLH 202')}"
24251,CHEM,125D,02,Discussion Section,M 8.00-8.50p WLH 202,M 8:00pm-8:50pm,WLH 202,M 8:00pm-8:50pm in WLH 202,"{'Monday': ('20:00', '20:50', 'WLH 202')}"
24252,CHEM,125D,03,Discussion Section,T 7.00-7.50p WLH 011,T 7:00pm-7:50pm,WLH 011,T 7:00pm-7:50pm in WLH 011,"{'Tuesday': ('19:00', '19:50', 'WLH 011')}"
24253,CHEM,125D,04,Discussion Section,T 8.00-8.50p WLH 011,T 8:00pm-8:50pm,WLH 011,T 8:00pm-8:50pm in WLH 011,"{'Tuesday': ('20:00', '20:50', 'WLH 011')}"
25566,CHEM,125D,05,Discussion Section,M 7.00-7.50p WLH 013,M 7:00pm-7:50pm,WLH 013,M 7:00pm-7:50pm in WLH 013,"{'Monday': ('19:00', '19:50', 'WLH 013')}"
25567,CHEM,125D,06,Discussion Section,M 7.00-7.50p WLH 203,M 7:00pm-7:50pm,WLH 203,M 7:00pm-7:50pm in WLH 203,"{'Monday': ('19:00', '19:50', 'WLH 203')}"
24256,CHEM,220D,01,Discussion Section,M 1.30-2.20 SCL 21,M 1:30pm-2:20pm,SCL 21,M 1:30pm-2:20pm in SCL 21,"{'Monday': ('13:30', '14:20', 'SCL 21')}"
24257,CHEM,220D,02,Discussion Section,M 2.30-3.20 SCL 21,M 2:30pm-3:20pm,SCL 21,M 2:30pm-3:20pm in SCL 21,"{'Monday': ('14:30', '15:20', 'SCL 21')}"
24258,CHEM,220D,03,Discussion Section,T 1.30-2.20 SCL 110,T 1:30pm-2:20pm,SCL 110,T 1:30pm-2:20pm in SCL 110,"{'Tuesday': ('13:30', '14:20', 'SCL 110')}"
24259,CHEM,220D,04,Discussion Section,T 2.30-3.20,T 2:30pm-3:20pm,,T 2:30pm-3:20pm,"{'Tuesday': ('14:30', '15:20', '')}"
24260,CHEM,220D,05,Discussion Section,W 1.30-2.20 SCL 110,W 1:30pm-2:20pm,SCL 110,W 1:30pm-2:20pm in SCL 110,"{'Wednesday': ('13:30', '14:20', 'SCL 110')}"
24261,CHEM,220D,06,Discussion Section,W 2.30-3.20 SCL 110,W 2:30pm-3:20pm,SCL 110,W 2:30pm-3:20pm in SCL 110,"{'Wednesday': ('14:30', '15:20', 'SCL 110')}"
24262,CHEM,220D,07,Discussion Section,M 1.30-2.20 SCL 110,M 1:30pm-2:20pm,SCL 110,M 1:30pm-2:20pm in SCL 110,"{'Monday': ('13:30', '14:20', 'SCL 110')}"
24263,CHEM,220D,08,Discussion Section,W 1.30-2.20,W 1:30pm-2:20pm,,W 1:30pm-2:20pm,"{'Wednesday': ('13:30', '14:20', '')}"
24265,CHEM,221D,01,Discussion section,M 12.30-1.20 SCL 19,M 12:30am-1:20pm,SCL 19,M 12:30am-1:20pm in SCL 19,"{'Monday': ('12:30', '13:20', 'SCL 19')}"
24266,CHEM,221D,02,Discussion section,M 1.30-2.20 BASSLB L70,M 1:30pm-2:20pm,BASSLB L70,M 1:30pm-2:20pm in BASSLB L70,"{'Monday': ('13:30', '14:20', 'BASSLB L70')}"
24267,CHEM,221D,03,Discussion section,M 2.30-3.20,M 2:30pm-3:20pm,,M 2:30pm-3:20pm,"{'Monday': ('14:30', '15:20', '')}"
24268,CHEM,221D,04,Discussion section,T 12.30-1.20 SCL 18,T 12:30am-1:20pm,SCL 18,T 12:30am-1:20pm in SCL 18,"{'Tuesday': ('12:30', '13:20', 'SCL 18')}"
24269,CHEM,221D,05,Discussion section,T 1.30-2.20 SCL 111,T 1:30pm-2:20pm,SCL 111,T 1:30pm-2:20pm in SCL 111,"{'Tuesday': ('13:30', '14:20', 'SCL 111')}"
24270,CHEM,221D,06,Discussion section,T 2.30-3.20 SCL 21,T 2:30pm-3:20pm,SCL 21,T 2:30pm-3:20pm in SCL 21,"{'Tuesday': ('14:30', '15:20', 'SCL 21')}"
24271,CHEM,221D,07,Discussion section,W 12.30-1.20 SCL 18,W 12:30am-1:20pm,SCL 18,W 12:30am-1:20pm in SCL 18,"{'Wednesday': ('12:30', '13:20', 'SCL 18')}"
24272,CHEM,221D,08,Discussion section,W 1.30-2.20 ML 104,W 1:30pm-2:20pm,ML 104,W 1:30pm-2:20pm in ML 104,"{'Wednesday': ('13:30', '14:20', 'ML 104')}"
24273,CHEM,221D,09,Discussion section,W 2.30-3.20 SCL 19,W 2:30pm-3:20pm,SCL 19,W 2:30pm-3:20pm in SCL 19,"{'Wednesday': ('14:30', '15:20', 'SCL 19')}"
24274,CHEM,221D,10,Discussion section,Th 12.30-1.20,Th 12:30am-1:20pm,,Th 12:30am-1:20pm,"{'Thursday': ('12:30', '13:20', '')}"
24275,CHEM,221D,11,Discussion section,Th 1.30-2.20 SCL 19,Th 1:30pm-2:20pm,SCL 19,Th 1:30pm-2:20pm in SCL 19,"{'Thursday': ('13:30', '14:20', 'SCL 19')}"
24276,CHEM,221D,12,Discussion section,Th 2.30-3.20 SCL 19,Th 2:30pm-3:20pm,SCL 19,Th 2:30pm-3:20pm in SCL 19,"{'Thursday': ('14:30', '15:20', 'SCL 19')}"
24277,CHEM,221D,13,Discussion section,,,,,{}
24278,CHEM,221D,14,Discussion section,,,,,{}
24279,CHEM,221D,15,Discussion section,,,,,{}
24280,CHEM,221D,16,Discussion section,,,,,{}
24300,CHEM,222LD,01,Lab Section,M 1.00-5.00,M 1:00pm-5:00pm,,M 1:00pm-5:00pm,"{'Monday': ('13:00', '17:00', '')}"
24301,CHEM,222LD,02,Lab Section,T 1.00-5.00,T 1:00pm-5:00pm,,T 1:00pm-5:00pm,"{'Tuesday': ('13:00', '17:00', '')}"
24302,CHEM,222LD,03,Lab Section,W 1.00-5.00,W 1:00pm-5:00pm,,W 1:00pm-5:00pm,"{'Wednesday': ('13:00', '17:00', '')}"
24303,CHEM,222LD,04,Lab Section,Th 1.00-5.00,Th 1:00pm-5:00pm,,Th 1:00pm-5:00pm,"{'Thursday': ('13:00', '17:00', '')}"
24304,CHEM,222LD,05,Lab Section,F 1.00-5.00,F 1:00pm-5:00pm,,F 1:00pm-5:00pm,"{'Friday': ('13:00', '17:00', '')}"
24305,CHEM,222LD,06,Lab Section,M 1.00-5.00,M 1:00pm-5:00pm,,M 1:00pm-5:00pm,"{'Monday': ('13:00', '17:00', '')}"
24306,CHEM,222LD,07,Lab Section,T 1.00-5.00,T 1:00pm-5:00pm,,T 1:00pm-5:00pm,"{'Tuesday': ('13:00', '17:00', '')}"
25284,CHEM,222LD,08,Lab Section,F 1.00-5.00,F 1:00pm-5:00pm,,F 1:00pm-5:00pm,"{'Friday': ('13:00', '17:00', '')}"
24310,CHEM,223LD,01,Lab Section,M 1.00-5.00,M 1:00pm-5:00pm,,M 1:00pm-5:00pm,"{'Monday': ('13:00', '17:00', '')}"
24311,CHEM,223LD,02,Lab Section,T 1.00-5.00,T 1:00pm-5:00pm,,T 1:00pm-5:00pm,"{'Tuesday': ('13:00', '17:00', '')}"
24312,CHEM,223LD,03,Lab Section,W 1.00-5.00,W 1:00pm-5:00pm,,W 1:00pm-5:00pm,"{'Wednesday': ('13:00', '17:00', '')}"
24313,CHEM,223LD,04,Lab Section,Th 1.00-5.00,Th 1:00pm-5:00pm,,Th 1:00pm-5:00pm,"{'Thursday': ('13:00', '17:00', '')}"
24314,CHEM,223LD,05,Lab Section,F 1.00-5.00,F 1:00pm-5:00pm,,F 1:00pm-5:00pm,"{'Friday': ('13:00', '17:00', '')}"
24315,CHEM,223LD,06,Lab Section,M 1.00-5.00,M 1:00pm-5:00pm,,M 1:00pm-5:00pm,"{'Monday': ('13:00', '17:00', '')}"
24316,CHEM,223LD,07,Lab Section,M 1.00-5.00,M 1:00pm-5:00pm,,M 1:00pm-5:00pm,"{'Monday': ('13:00', '17:00', '')}"
24317,CHEM,223LD,08,Lab Section,T 1.00-5.00,T 1:00pm-5:00pm,,T 1:00pm-5:00pm,"{'Tuesday': ('13:00', '17:00', '')}"
24318,CHEM,223LD,09,Lab Section,T 1.00-5.00,T 1:00pm-5:00pm,,T 1:00pm-5:00pm,"{'Tuesday': ('13:00', '17:00', '')}"
24319,CHEM,223LD,10,Lab Section,W 1.00-5.00,W 1:00pm-5:00pm,,W 1:00pm-5:00pm,"{'Wednesday': ('13:00', '17:00', '')}"
24320,CHEM,223LD,11,Lab Section,W 1.00-5.00,W 1:00pm-5:00pm,,W 1:00pm-5:00pm,"{'Wednesday': ('13:00', '17:00', '')}"
24321,CHEM,223LD,12,Lab Section,Th 1.00-5.00,Th 1:00pm-5:00pm,,Th 1:00pm-5:00pm,"{'Thursday': ('13:00', '17:00', '')}"
24322,CHEM,223LD,13,Lab Section,Th 1.00-5.00,Th 1:00pm-5:00pm,,Th 1:00pm-5:00pm,"{'Thursday': ('13:00', '17:00', '')}"
24323,CHEM,223LD,14,Lab Section,F 1.00-5.00,F 1:00pm-5:00pm,,F 1:00pm-5:00pm,"{'Friday': ('13:00', '17:00', '')}"
24324,CHEM,223LD,15,Lab Section,F 1.00-5.00,F 1:00pm-5:00pm,,F 1:00pm-5:00pm,"{'Friday': ('13:00', '17:00', '')}"
24325,CHEM,223LD,16,Lab Section,F 1.00-5.00,F 1:00pm-5:00pm,,F 1:00pm-5:00pm,"{'Friday': ('13:00', '17:00', '')}"
24326,CHEM,223LD,17,Lab Section,,,,,{}
24327,CHEM,223LD,18,Lab Section,,,,,{}
24337,CHEM,251LD,01,Lab Section,M 1.00-5.00,M 1:00pm-5:00pm,,M 1:00pm-5:00pm,"{'Monday': ('13:00', '17:00', '')}"
24338,CHEM,251LD,02,Lab Section,T 1.00-5.00,T 1:00pm-5:00pm,,T 1:00pm-5:00pm,"{'Tuesday': ('13:00', '17:00', '')}"
24339,CHEM,251LD,03,Lab Section,W 1.00-5.00,W 1:00pm-5:00pm,,W 1:00pm-5:00pm,"{'Wednesday': ('13:00', '17:00', '')}"
24340,CHEM,251LD,04,Lab Section,Th 1.00-5.00,Th 1:00pm-5:00pm,,Th 1:00pm-5:00pm,"{'Thursday': ('13:00', '17:00', '')}"
24345,CHEM,252D,01,Discussion section,M 1.30-2.20 SCL 19,M 1:30pm-2:20pm,SCL 19,M 1:30pm-2:20pm in SCL 19,"{'Monday': ('13:30', '14:20', 'SCL 19')}"
24346,CHEM,252D,02,Discussion section,T 7.00-7.50p WLH 202,T 7:00pm-7:50pm,WLH 202,T 7:00pm-7:50pm in WLH 202,"{'Tuesday': ('19:00', '19:50', 'WLH 202')}"
24347,CHEM,252D,03,Discussion section,W 1.30-2.20,W 1:30pm-2:20pm,,W 1:30pm-2:20pm,"{'Wednesday': ('13:30', '14:20', '')}"
24348,CHEM,252D,04,Discussion section,W 7.00-7.50p,W 7:00pm-7:50pm,,W 7:00pm-7:50pm,"{'Wednesday': ('19:00', '19:50', '')}"
25562,CHEM,252D,05,Discussion section,T 7.00-7.50p WLH 114,T 7:00pm-7:50pm,WLH 114,T 7:00pm-7:50pm in WLH 114,"{'Tuesday': ('19:00', '19:50', 'WLH 114')}"
25843,CHEM,252D,06,Discussion section,M 5.00-5.50 WLH 202,M 5:00pm-5:50pm,WLH 202,M 5:00pm-5:50pm in WLH 202,"{'Monday': ('17:00', '17:50', 'WLH 202')}"
24349,CHEM,333D,01,Discussion section,T 1.30-2.20 SCL 19,T 1:30pm-2:20pm,SCL 19,T 1:30pm-2:20pm in SCL 19,"{'Tuesday': ('13:30', '14:20', 'SCL 19')}"
24350,CHEM,333D,02,Discussion section,T 7.00-7.50p BASSLB L73,T 7:00pm-7:50pm,BASSLB L73,T 7:00pm-7:50pm in BASSLB L73,"{'Tuesday': ('19:00', '19:50', 'BASSLB L73')}"
24351,CHEM,333D,03,Discussion section,W 1.30-2.20 SCL 21,W 1:30pm-2:20pm,SCL 21,W 1:30pm-2:20pm in SCL 21,"{'Wednesday': ('13:30', '14:20', 'SCL 21')}"
24352,CHEM,333D,04,Discussion section,W 7.00-7.50p LC 212,W 7:00pm-7:50pm,LC 212,W 7:00pm-7:50pm in LC 212,"{'Wednesday': ('19:00', '19:50', 'LC 212')}"
24786,CLCV,204D,01,Disussion Section,Th 5.00-5.50 HGS 220B,Th 5:00pm-5:50pm,HGS 220B,Th 5:00pm-5:50pm in HGS 220B,"{'Thursday': ('17:00', '17:50', 'HGS 220B')}"
24788,CLCV,204D,02,Disussion Section,W 7.00-7.50p HGS 217B,W 7:00pm-7:50pm,HGS 217B,W 7:00pm-7:50pm in HGS 217B,"{'Wednesday': ('19:00', '19:50', 'HGS 217B')}"
24790,CLCV,204D,03,Disussion Section,Th 10.30-11.20 PH 407,Th 10:30am-11:20am,PH 407,Th 10:30am-11:20am in PH 407,"{'Thursday': ('10:30', '11:20', 'PH 407')}"
25362,CLCV,204D,04,Disussion Section,Th 7.00-7.50p,Th 7:00pm-7:50pm,,Th 7:00pm-7:50pm,"{'Thursday': ('19:00', '19:50', '')}"
25364,CLCV,204D,05,Disussion Section,Th 4.30-5.20 WLH 001,Th 4:30pm-5:20pm,WLH 001,Th 4:30pm-5:20pm in WLH 001,"{'Thursday': ('16:30', '17:20', 'WLH 001')}"
25366,CLCV,204D,06,Disussion Section,Th 7.00-7.50p PH 312,Th 7:00pm-7:50pm,PH 312,Th 7:00pm-7:50pm in PH 312,"{'Thursday': ('19:00', '19:50', 'PH 312')}"
25368,CLCV,204D,07,Disussion Section,Th 8.00-8.50p PH 312,Th 8:00pm-8:50pm,PH 312,Th 8:00pm-8:50pm in PH 312,"{'Thursday': ('20:00', '20:50', 'PH 312')}"
25511,CLCV,204D,08,Disussion Section,F 11.35-12.25 BASSLB L70,F 11:35am-12:25am,BASSLB L70,F 11:35am-12:25am in BASSLB L70,"{'Friday': ('11:35', '12:25', 'BASSLB L70')}"
25513,CLCV,204D,09,Disussion Section,,,,,{}
25515,CLCV,204D,10,Disussion Section,W 7.00-7.50p,W 7:00pm-7:50pm,,W 7:00pm-7:50pm,"{'Wednesday': ('19:00', '19:50', '')}"
25704,CLCV,204D,11,Disussion Section,Th 8.00-8.50p PH 310,Th 8:00pm-8:50pm,PH 310,Th 8:00pm-8:50pm in PH 310,"{'Thursday': ('20:00', '20:50', 'PH 310')}"
25563,E&EB,145D,01,Discussion Section,Th 4.00-4.50,Th 4:00pm-4:50pm,,Th 4:00pm-4:50pm,"{'Thursday': ('16:00', '16:50', '')}"
25564,E&EB,145D,02,Discussion Section,,,,,{}
25777,E&EB,145D,03,Discussion Section,W 1.30-2.20 OML 201,W 1:30pm-2:20pm,OML 201,W 1:30pm-2:20pm in OML 201,"{'Wednesday': ('13:30', '14:20', 'OML 201')}"
25778,E&EB,145D,04,Discussion Section,Th 4.00-4.50 OML 201,Th 4:00pm-4:50pm,OML 201,Th 4:00pm-4:50pm in OML 201,"{'Thursday': ('16:00', '16:50', 'OML 201')}"
25779,E&EB,145D,05,Discussion Section,F 9.25-10.15 OML 201,F 9:25am-10:15am,OML 201,F 9:25am-10:15am in OML 201,"{'Friday': ('9:25', '10:15', 'OML 201')}"
25780,E&EB,145D,06,Discussion Section,F 9.25-10.15,F 9:25am-10:15am,,F 9:25am-10:15am,"{'Friday': ('9:25', '10:15', '')}"
24162,E&EB,223LD,01,Lab Section,T 1.30-4.30,T 1:30pm-4:30pm,,T 1:30pm-4:30pm,"{'Tuesday': ('13:30', '16:30', '')}"
24163,E&EB,223LD,02,Lab Section,W 1.30-4.30,W 1:30pm-4:30pm,,W 1:30pm-4:30pm,"{'Wednesday': ('13:30', '16:30', '')}"
24164,E&EB,223LD,03,Lab Section,Th 1.30-4.30,Th 1:30pm-4:30pm,,Th 1:30pm-4:30pm,"{'Thursday': ('13:30', '16:30', '')}"
24595,E&EB,225D,01,Discussion section,M 7.00-7.50p WLH 007,M 7:00pm-7:50pm,WLH 007,M 7:00pm-7:50pm in WLH 007,"{'Monday': ('19:00', '19:50', 'WLH 007')}"
24596,E&EB,225D,02,Discussion section,T 7.00-7.50p WLH 013,T 7:00pm-7:50pm,WLH 013,T 7:00pm-7:50pm in WLH 013,"{'Tuesday': ('19:00', '19:50', 'WLH 013')}"
25195,E&EB,265LD,01,Lab Section,Th 1.30-4.30,Th 1:30pm-4:30pm,,Th 1:30pm-4:30pm,"{'Thursday': ('13:30', '16:30', '')}"
25196,E&EB,265LD,02,Lab Section,,,,,{}
25211,E&EB,291LD,01,Lab Section,Th 1.30-4.30,Th 1:30pm-4:30pm,,Th 1:30pm-4:30pm,"{'Thursday': ('13:30', '16:30', '')}"
25212,E&EB,291LD,02,Lab Section,Th 1.30-4.30,Th 1:30pm-4:30pm,,Th 1:30pm-4:30pm,"{'Thursday': ('13:30', '16:30', '')}"
25285,E&EB,291LD,03,Lab Section,F 9.25-12.30,F 9:25am-12:30am,,F 9:25am-12:30am,"{'Friday': ('9:25', '12:30', '')}"
25286,E&EB,291LD,04,Lab Section,F 9.25-12.30,F 9:25am-12:30am,,F 9:25am-12:30am,"{'Friday': ('9:25', '12:30', '')}"
25457,EAST,219D,01,Discussion Section,W 11.35-12.25 BASSLB L70,W 11:35am-12:25am,BASSLB L70,W 11:35am-12:25am in BASSLB L70,"{'Wednesday': ('11:35', '12:25', 'BASSLB L70')}"
25451,EAST,219D,02,Discussion Section,W 1.30-2.20 LC 318,W 1:30pm-2:20pm,LC 318,W 1:30pm-2:20pm in LC 318,"{'Wednesday': ('13:30', '14:20', 'LC 318')}"
25453,EAST,219D,03,Discussion Section,Th 3.30-4.20 LORIA B50,Th 3:30pm-4:20pm,LORIA B50,Th 3:30pm-4:20pm in LORIA B50,"{'Thursday': ('15:30', '16:20', 'LORIA B50')}"
25455,EAST,219D,04,Discussion Section,Th 5.00-5.50 WLH 009,Th 5:00pm-5:50pm,WLH 009,Th 5:00pm-5:50pm in WLH 009,"{'Thursday': ('17:00', '17:50', 'WLH 009')}"
25753,EAST,219D,05,Discussion Section,T 8.00-8.50p BASSLB L70,T 8:00pm-8:50pm,BASSLB L70,T 8:00pm-8:50pm in BASSLB L70,"{'Tuesday': ('20:00', '20:50', 'BASSLB L70')}"
24866,ECON,115D,01,Discussion Section,W 7.00-7.50p WLH 011,W 7:00pm-7:50pm,WLH 011,W 7:00pm-7:50pm in WLH 011,"{'Wednesday': ('19:00', '19:50', 'WLH 011')}"
24867,ECON,115D,02,Discussion Section,W 8.00-8.50p WLH 011,W 8:00pm-8:50pm,WLH 011,W 8:00pm-8:50pm in WLH 011,"{'Wednesday': ('20:00', '20:50', 'WLH 011')}"
24868,ECON,115D,03,Discussion Section,W 7.00-7.50p WLH 003,W 7:00pm-7:50pm,WLH 003,W 7:00pm-7:50pm in WLH 003,"{'Wednesday': ('19:00', '19:50', 'WLH 003')}"
24869,ECON,115D,04,Discussion Section,W 8.00-8.50p WLH 003,W 8:00pm-8:50pm,WLH 003,W 8:00pm-8:50pm in WLH 003,"{'Wednesday': ('20:00', '20:50', 'WLH 003')}"
24870,ECON,115D,05,Discussion Section,W 7.00-7.50p WLH 211,W 7:00pm-7:50pm,WLH 211,W 7:00pm-7:50pm in WLH 211,"{'Wednesday': ('19:00', '19:50', 'WLH 211')}"
24871,ECON,115D,06,Discussion Section,W 8.00-8.50p WLH 211,W 8:00pm-8:50pm,WLH 211,W 8:00pm-8:50pm in WLH 211,"{'Wednesday': ('20:00', '20:50', 'WLH 211')}"
24872,ECON,115D,07,Discussion Section,Th 4.00-4.50 HLH17 03,Th 4:00pm-4:50pm,HLH17 03,Th 4:00pm-4:50pm in HLH17 03,"{'Thursday': ('16:00', '16:50', 'HLH17 03')}"
