section_crn,subject,number,section,info,time,times_summary,locations_summary,times_long_summary,times_by_day
25081,BIOL,103D,02,Discussion Section,Th 10.30-11.20 WLH 113,Th 10:30am-11:20am,WLH 113,Th 10:30am-11:20am in WLH 113,"{'Thursday': ('10:30', '11:20', 'WLH 113')}"
25082,BIOL,103D,03,Discussion Section,Th 10.30-11.20 WLH 114,Th 10:30am-11:20am,WLH 114,Th 10:30am-11:20am in WLH 114,"{'Thursday': ('10:30', '11:20', 'WLH 114')}"
25083,BIOL,103D,04,Discussion Section,Th 7.00-7.50p WLH 011,Th 7:00pm-7:50pm,WLH 011,Th 7:00pm-7:50pm in WLH 011,"{'Thursday': ('19:00', '19:50', 'WLH 011')}"
25084,BIOL,103D,05,Discussion Section,Th 7.00-7.50p WLH 013,Th 7:00pm-7:50pm,WLH 013,Th 7:00pm-7:50pm in WLH 013,"{'Thursday': ('19:00', '19:50', 'WLH 013')}"
25085,BIOL,103D,06,Discussion Section,F 11.35-12.25 WLH 001,F 11:35am-12:25am,WLH 001,F 11:35am-12:25am in WLH 001,"{'Friday': ('11:35', '12:25', 'WLH 001')}"
25086,BIOL,103D,07,Discussion Section,F 11.35-12.25 WLH 002,F 11:35am-12:25am,WLH 002,F 11:35am-12:25am in WLH 002,"{'Friday': ('11:35', '12:25', 'WLH 002')}"
25087,BIOL,103D,08,Discussion Section,W 2.30-3.20 CO493 106,W 2:30pm-3:20pm,CO493 106,W 2:30pm-3:20pm in CO493 106,"{'Wednesday': ('14:30', '15:20', 'CO493 106')}"
25269,BIOL,104D,01,Discussion Section,W 7.00-7.50p WLH 002,W 7:00pm-7:50pm,WLH 002,W 7:00pm-7:50pm in WLH 002,"{'Wednesday': ('19:00', '19:50', 'WLH 002')}"
25270,BIOL,104D,02,Discussion Section,Th 10.30-11.20 WLH 113,Th 10:30am-11:20am,WLH 113,Th 10:30am-11:20am in WLH 113,"{'Thursday': ('10:30', '11:20', 'WLH 113')}"
25271,BIOL,104D,03,Discussion Section,Th 10.30-11.20 WLH 114,Th 10:30am-11:20am,WLH 114,Th 10:30am-11:20am in WLH 114,"{'Thursday': ('10:30', '11:20', 'WLH 114')}"
25272,BIOL,104D,04,Discussion Section,Th 7.00-7.50p WLH 011,Th 7:00pm-7:50pm,WLH 011,Th 7:00pm-7:50pm in WLH 011,"{'Thursday': ('19:00', '19:50', 'WLH 011')}"
25273,BIOL,104D,05,Discussion Section,Th 7.00-7.50p WLH 013,Th 7:00pm-7:50pm,WLH 013,Th 7:00pm-7:50pm in WLH 013,"{'Thursday': ('19:00', '19:50', 'WLH 013')}"
25274,BIOL,104D,06,Discussion Section,F 11.35-12.25 WLH 001,F 11:35am-12:25am,WLH 001,F 11:35am-12:25am in WLH 001,"{'Friday': ('11:35', '12:25', 'WLH 001')}"
25275,BIOL,104D,07,Discussion Section,F 11.35-12.25 WLH 002,F 11:35am-12:25am,WLH 002,F 11:35am-12:25am in WLH 002,"{'Friday': ('11:35', '12:25', 'WLH 002')}"
25276,BIOL,104D,08,Discussion Section,W 2.30-3.20 CO493 106,W 2:30pm-3:20pm,CO493 106,W 2:30pm-3:20pm in CO493 106,"{'Wednesday': ('14:30', '15:20', 'CO493 106')}"
25661,CENG,351D,01,Discussion Section,M 7.00-7.50p HGS 220B,M 7:00pm-7:50pm,HGS 220B,M 7:00pm-7:50pm in HGS 220B,"{'Monday': ('19:00', '19:50', 'HGS 220B')}"
25663,CENG,351D,02,Discussion Section,T 7.00-7.50p HGS 220B,T 7:00pm-7:50pm,HGS 220B,T 7:00pm-7:50pm in HGS 220B,"{'Tuesday': ('19:00', '19:50', 'HGS 220B')}"
24988,CGSC,277D,01,Discussion Section,M 1.30-2.20 WLH 013,M 1:30pm-2:20pm,WLH 013,M 1:30pm-2:20pm in WLH 013,"{'Monday': ('13:30', '14:20', 'WLH 013')}"
24992,CGSC,277D,02,Discussion Section,M 2.30-3.20 WLH 013,M 2:30pm-3:20pm,WLH 013,M 2:30pm-3:20pm in WLH 013,"{'Monday': ('14:30', '15:20', 'WLH 013')}"
24996,CGSC,277D,03,Discussion Section,,,,,{}
25000,CGSC,277D,04,Discussion Section,,,,,{}
25686,CGSC,277D,05,Discussion Section,T 7.00-7.50p LC 205,T 7:00pm-7:50pm,LC 205,T 7:00pm-7:50pm in LC 205,"{'Tuesday': ('19:00', '19:50', 'LC 205')}"
25690,CGSC,277D,06,Discussion Section,T 3.30-4.20 AKW 100,T 3:30pm-4:20pm,AKW 100,T 3:30pm-4:20pm in AKW 100,"{'Tuesday': ('15:30', '16:20', 'AKW 100')}"
24491,CHEM,134LD,01,Lab Section,M 1.00-5.00 SCL 111,M 1:00pm-5:00pm,SCL 111,M 1:00pm-5:00pm in SCL 111,"{'Monday': ('13:00', '17:00', 'SCL 111')}"
24492,CHEM,134LD,02,Lab Section,,,,,{}
24493,CHEM,134LD,03,Lab Section,,,,,{}
24494,CHEM,134LD,04,Lab Section,,,,,{}
24490,CHEM,134LD,05,Lab Section,F 1.00-5.00 SCL 111,F 1:00pm-5:00pm,SCL 111,F 1:00pm-5:00pm in SCL 111,"{'Friday': ('13:00', '17:00', 'SCL 111')}"
24495,CHEM,136LD,01,Lab Section,M 1.00-5.00 SCL 160,M 1:00pm-5:00pm,SCL 160,M 1:00pm-5:00pm in SCL 160,"{'Monday': ('13:00', '17:00', 'SCL 160')}"
24496,CHEM,136LD,02,Lab Section,T 1.00-5.00 SCL 160,T 1:00pm-5:00pm,SCL 160,T 1:00pm-5:00pm in SCL 160,"{'Tuesday': ('13:00', '17:00', 'SCL 160')}"
24497,CHEM,136LD,03,Lab Section,W 1.00-5.00 SCL 160,W 1:00pm-5:00pm,SCL 160,W 1:00pm-5:00pm in SCL 160,"{'Wednesday': ('13:00', '17:00', 'SCL 160')}"
24498,CHEM,136LD,04,Lab Section,Th 1.00-5.00 SCL 160,Th 1:00pm-5:00pm,SCL 160,Th 1:00pm-5:00pm in SCL 160,"{'Thursday': ('13:00', '17:00', 'SCL 160')}"
24499,CHEM,136LD,05,Lab Section,F 1.00-5.00 SCL 160,F 1:00pm-5:00pm,SCL 160,F 1:00pm-5:00pm in SCL 160,"{'Friday': ('13:00', '17:00', 'SCL 160')}"
24500,CHEM,136LD,06,Lab Section,M 1.00-5.00 SCL 160,M 1:00pm-5:00pm,SCL 160,M 1:00pm-5:00pm in SCL 160,"{'Monday': ('13:00', '17:00', 'SCL 160')}"
24501,CHEM,136LD,07,Lab Section,M 1.00-5.00 SCL 160,M 1:00pm-5:00pm,SCL 160,M 1:00pm-5:00pm in SCL 160,"{'Monday': ('13:00', '17:00', 'SCL 160')}"
24502,CHEM,136LD,08,Lab Section,T 1.00-5.00 SCL 160,T 1:00pm-5:00pm,SCL 160,T 1:00pm-5:00pm in SCL 160,"{'Tuesday': ('13:00', '17:00', 'SCL 160')}"
24503,CHEM,136LD,09,Lab Section,W 1.00-5.00 SCL 160,W 1:00pm-5:00pm,SCL 160,W 1:00pm-5:00pm in SCL 160,"{'Wednesday': ('13:00', '17:00', 'SCL 160')}"
24504,CHEM,136LD,10,Lab Section,W 1.00-5.00 SCL 160,W 1:00pm-5:00pm,SCL 160,W 1:00pm-5:00pm in SCL 160,"{'Wednesday': ('13:00', '17:00', 'SCL 160')}"
24505,CHEM,136LD,11,Lab Section,Th 1.00-5.00 SCL 160,Th 1:00pm-5:00pm,SCL 160,Th 1:00pm-5:00pm in SCL 160,"{'Thursday': ('13:00', '17:00', 'SCL 160')}"
24506,CHEM,136LD,12,Lab Section,F 1.00-5.00 SCL 160,F 1:00pm-5:00pm,SCL 160,F 1:00pm-5:00pm in SCL 160,"{'Friday': ('13:00', '17:00', 'SCL 160')}"
24507,CHEM,136LD,13,Lab Section,F 1.00-5.00 SCL 160,F 1:00pm-5:00pm,SCL 160,F 1:00pm-5:00pm in SCL 160,"{'Friday': ('13:00', '17:00', 'SCL 160')}"
24508,CHEM,136LD,14,Lab Section,F 1.00-5.00 SCL 160,F 1:00pm-5:00pm,SCL 160,F 1:00pm-5:00pm in SCL 160,"{'Friday': ('13:00', '17:00', 'SCL 160')}"
25614,CHEM,136LD,15,Lab Section,F 1.00-5.00 SCL 160,F 1:00pm-5:00pm,SCL 160,F 1:00pm-5:00pm in SCL 160,"{'Friday': ('13:00', '17:00', 'SCL 160')}"
25615,CHEM,136LD,16,Lab Section,F 1.00-5.00 SCL 160,F 1:00pm-5:00pm,SCL 160,F 1:00pm-5:00pm in SCL 160,"{'Friday': ('13:00', '17:00', 'SCL 160')}"
24509,CHEM,165D,01,Discussion Section,M 11.35-12.25 SCL 23,M 11:35am-12:25am,SCL 23,M 11:35am-12:25am in SCL 23,"{'Monday': ('11:35', '12:25', 'SCL 23')}"
24510,CHEM,165D,02,Discussion Section,M 1.30-2.20 SCL 23,M 1:30pm-2:20pm,SCL 23,M 1:30pm-2:20pm in SCL 23,"{'Monday': ('13:30', '14:20', 'SCL 23')}"
24511,CHEM,165D,03,Discussion Section,M 2.30-3.20 SCL 23,M 2:30pm-3:20pm,SCL 23,M 2:30pm-3:20pm in SCL 23,"{'Monday': ('14:30', '15:20', 'SCL 23')}"
24512,CHEM,165D,04,Discussion Section,T 11.35-12.25 SCL 23,T 11:35am-12:25am,SCL 23,T 11:35am-12:25am in SCL 23,"{'Tuesday': ('11:35', '12:25', 'SCL 23')}"
24513,CHEM,165D,05,Discussion Section,T 1.30-2.20 SCL 23,T 1:30pm-2:20pm,SCL 23,T 1:30pm-2:20pm in SCL 23,"{'Tuesday': ('13:30', '14:20', 'SCL 23')}"
24514,CHEM,165D,06,Discussion Section,T 2.30-3.20 SCL 23,T 2:30pm-3:20pm,SCL 23,T 2:30pm-3:20pm in SCL 23,"{'Tuesday': ('14:30', '15:20', 'SCL 23')}"
24515,CHEM,165D,07,Discussion Section,W 11.35-12.25 SCL 23,W 11:35am-12:25am,SCL 23,W 11:35am-12:25am in SCL 23,"{'Wednesday': ('11:35', '12:25', 'SCL 23')}"
24516,CHEM,165D,08,Discussion Section,W 1.30-2.20 SCL 23,W 1:30pm-2:20pm,SCL 23,W 1:30pm-2:20pm in SCL 23,"{'Wednesday': ('13:30', '14:20', 'SCL 23')}"
24517,CHEM,165D,09,Discussion Section,W 2.30-3.20 SCL 23,W 2:30pm-3:20pm,SCL 23,W 2:30pm-3:20pm in SCL 23,"{'Wednesday': ('14:30', '15:20', 'SCL 23')}"
24518,CHEM,165D,10,Discussion Section,Th 11.35-12.25 SCL 23,Th 11:35am-12:25am,SCL 23,Th 11:35am-12:25am in SCL 23,"{'Thursday': ('11:35', '12:25', 'SCL 23')}"
24519,CHEM,165D,11,Discussion Section,,,,,{}
24520,CHEM,165D,12,Discussion Section,Th 2.30-3.20 SCL 23,Th 2:30pm-3:20pm,SCL 23,Th 2:30pm-3:20pm in SCL 23,"{'Thursday': ('14:30', '15:20', 'SCL 23')}"
24521,CHEM,165D,13,Discussion Section,M 1.30-2.20 SCL 21,M 1:30pm-2:20pm,SCL 21,M 1:30pm-2:20pm in SCL 21,"{'Monday': ('13:30', '14:20', 'SCL 21')}"
24522,CHEM,165D,14,Discussion Section,T 11.35-12.25 SCL 21,T 11:35am-12:25am,SCL 21,T 11:35am-12:25am in SCL 21,"{'Tuesday': ('11:35', '12:25', 'SCL 21')}"
25730,CHEM,165D,15,Discussion Section,W 1.30-2.20 SCL 21,W 1:30pm-2:20pm,SCL 21,W 1:30pm-2:20pm in SCL 21,"{'Wednesday': ('13:30', '14:20', 'SCL 21')}"
24523,CHEM,167D,01,Discussion Section,,,,,{}
24524,CHEM,167D,02,Discussion Section,M 1.30-2.20 SCL 19,M 1:30pm-2:20pm,SCL 19,M 1:30pm-2:20pm in SCL 19,"{'Monday': ('13:30', '14:20', 'SCL 19')}"
24525,CHEM,167D,03,Discussion Section,M 2.30-3.20 SCL 19,M 2:30pm-3:20pm,SCL 19,M 2:30pm-3:20pm in SCL 19,"{'Monday': ('14:30', '15:20', 'SCL 19')}"
24526,CHEM,167D,04,Discussion Section,T 11.35-12.25 SCL 18,T 11:35am-12:25am,SCL 18,T 11:35am-12:25am in SCL 18,"{'Tuesday': ('11:35', '12:25', 'SCL 18')}"
24527,CHEM,167D,05,Discussion Section,T 1.30-2.20 SCL 18,T 1:30pm-2:20pm,SCL 18,T 1:30pm-2:20pm in SCL 18,"{'Tuesday': ('13:30', '14:20', 'SCL 18')}"
24528,CHEM,167D,06,Discussion Section,T 2.30-3.20 SCL 18,T 2:30pm-3:20pm,SCL 18,T 2:30pm-3:20pm in SCL 18,"{'Tuesday': ('14:30', '15:20', 'SCL 18')}"
25732,CHEM,167D,07,Discussion Section,M 2.30-3.20 SCL 18,M 2:30pm-3:20pm,SCL 18,M 2:30pm-3:20pm in SCL 18,"{'Monday': ('14:30', '15:20', 'SCL 18')}"
24529,CHEM,175D,01,Discussion Section,M 7.00-7.50p WLH 114,M 7:00pm-7:50pm,WLH 114,M 7:00pm-7:50pm in WLH 114,"{'Monday': ('19:00', '19:50', 'WLH 114')}"
24530,CHEM,175D,02,Discussion Section,M 8.00-8.50p WLH 114,M 8:00pm-8:50pm,WLH 114,M 8:00pm-8:50pm in WLH 114,"{'Monday': ('20:00', '20:50', 'WLH 114')}"
24531,CHEM,175D,03,Discussion Section,T 7.00-7.50p WLH 114,T 7:00pm-7:50pm,WLH 114,T 7:00pm-7:50pm in WLH 114,"{'Tuesday': ('19:00', '19:50', 'WLH 114')}"
24532,CHEM,175D,04,Discussion Section,T 8.00-8.50p WLH 114,T 8:00pm-8:50pm,WLH 114,T 8:00pm-8:50pm in WLH 114,"{'Tuesday': ('20:00', '20:50', 'WLH 114')}"
24537,CHEM,220D,01,Discussion Section,M 1.30-2.20 SPL 63,M 1:30pm-2:20pm,SPL 63,M 1:30pm-2:20pm in SPL 63,"{'Monday': ('13:30', '14:20', 'SPL 63')}"
24538,CHEM,220D,02,Discussion Section,,,,,{}
24533,CHEM,220D,03,Discussion Section,T 1.30-2.20 SCL 19,T 1:30pm-2:20pm,SCL 19,T 1:30pm-2:20pm in SCL 19,"{'Tuesday': ('13:30', '14:20', 'SCL 19')}"
24534,CHEM,220D,04,Discussion Section,T 2.30-3.20 SCL 19,T 2:30pm-3:20pm,SCL 19,T 2:30pm-3:20pm in SCL 19,"{'Tuesday': ('14:30', '15:20', 'SCL 19')}"
24535,CHEM,220D,05,Discussion Section,,,,,{}
24536,CHEM,220D,06,Discussion Section,W 2.30-3.20 SCL 19,W 2:30pm-3:20pm,SCL 19,W 2:30pm-3:20pm in SCL 19,"{'Wednesday': ('14:30', '15:20', 'SCL 19')}"
24540,CHEM,221D,01,Discussion section,M 12.30-1.20 SCL 18,M 12:30am-1:20pm,SCL 18,M 12:30am-1:20pm in SCL 18,"{'Monday': ('12:30', '13:20', 'SCL 18')}"
24541,CHEM,221D,02,Discussion section,M 1.30-2.20 SCL 18,M 1:30pm-2:20pm,SCL 18,M 1:30pm-2:20pm in SCL 18,"{'Monday': ('13:30', '14:20', 'SCL 18')}"
24542,CHEM,221D,03,Discussion section,M 2.30-3.20 SCL 111,M 2:30pm-3:20pm,SCL 111,M 2:30pm-3:20pm in SCL 111,"{'Monday': ('14:30', '15:20', 'SCL 111')}"
24543,CHEM,221D,04,Discussion section,T 12.30-1.20 SCL 21,T 12:30am-1:20pm,SCL 21,T 12:30am-1:20pm in SCL 21,"{'Tuesday': ('12:30', '13:20', 'SCL 21')}"
24544,CHEM,221D,05,Discussion section,T 1.30-2.20 SCL 21,T 1:30pm-2:20pm,SCL 21,T 1:30pm-2:20pm in SCL 21,"{'Tuesday': ('13:30', '14:20', 'SCL 21')}"
24545,CHEM,221D,06,Discussion section,T 2.30-3.20 SCL 21,T 2:30pm-3:20pm,SCL 21,T 2:30pm-3:20pm in SCL 21,"{'Tuesday': ('14:30', '15:20', 'SCL 21')}"
24546,CHEM,221D,07,Discussion section,W 12.30-1.20 SCL 18,W 12:30am-1:20pm,SCL 18,W 12:30am-1:20pm in SCL 18,"{'Wednesday': ('12:30', '13:20', 'SCL 18')}"
24547,CHEM,221D,08,Discussion section,W 1.30-2.20 SCL 18,W 1:30pm-2:20pm,SCL 18,W 1:30pm-2:20pm in SCL 18,"{'Wednesday': ('13:30', '14:20', 'SCL 18')}"
24548,CHEM,221D,09,Discussion section,W 2.30-3.20 SCL 18,W 2:30pm-3:20pm,SCL 18,W 2:30pm-3:20pm in SCL 18,"{'Wednesday': ('14:30', '15:20', 'SCL 18')}"
24549,CHEM,221D,10,Discussion section,Th 12.30-1.20,Th 12:30am-1:20pm,,Th 12:30am-1:20pm,"{'Thursday': ('12:30', '13:20', '')}"
24550,CHEM,221D,11,Discussion section,Th 1.30-2.20 SCL 18,Th 1:30pm-2:20pm,SCL 18,Th 1:30pm-2:20pm in SCL 18,"{'Thursday': ('13:30', '14:20', 'SCL 18')}"
24551,CHEM,221D,12,Discussion section,Th 2.30-3.20 SCL 18,Th 2:30pm-3:20pm,SCL 18,Th 2:30pm-3:20pm in SCL 18,"{'Thursday': ('14:30', '15:20', 'SCL 18')}"
25734,CHEM,221D,13,Discussion section,M 1.30-2.20 SPL 57,M 1:30pm-2:20pm,SPL 57,M 1:30pm-2:20pm in SPL 57,"{'Monday': ('13:30', '14:20', 'SPL 57')}"
24574,CHEM,222LD,01,Lab Section,M 1.00-5.00,M 1:00pm-5:00pm,,M 1:00pm-5:00pm,"{'Monday': ('13:00', '17:00', '')}"
24575,CHEM,222LD,02,Lab Section,,,,,{}
24576,CHEM,222LD,03,Lab Section,W 1.00-5.00,W 1:00pm-5:00pm,,W 1:00pm-5:00pm,"{'Wednesday': ('13:00', '17:00', '')}"
24577,CHEM,222LD,04,Lab Section,Th 1.00-5.00,Th 1:00pm-5:00pm,,Th 1:00pm-5:00pm,"{'Thursday': ('13:00', '17:00', '')}"
24573,CHEM,222LD,05,Lab Section,F 1.00-5.00,F 1:00pm-5:00pm,,F 1:00pm-5:00pm,"{'Friday': ('13:00', '17:00', '')}"
24578,CHEM,223LD,01,Lab Section,M 1.00-5.00,M 1:00pm-5:00pm,,M 1:00pm-5:00pm,"{'Monday': ('13:00', '17:00', '')}"
24579,CHEM,223LD,02,Lab Section,T 1.00-5.00,T 1:00pm-5:00pm,,T 1:00pm-5:00pm,"{'Tuesday': ('13:00', '17:00', '')}"
24580,CHEM,223LD,03,Lab Section,W 1.00-5.00,W 1:00pm-5:00pm,,W 1:00pm-5:00pm,"{'Wednesday': ('13:00', '17:00', '')}"
24581,CHEM,223LD,04,Lab Section,Th 1.00-5.00,Th 1:00pm-5:00pm,,Th 1:00pm-5:00pm,"{'Thursday': ('13:00', '17:00', '')}"
24582,CHEM,223LD,05,Lab Section,F 1.00-5.00,F 1:00pm-5:00pm,,F 1:00pm-5:00pm,"{'Friday': ('13:00', '17:00', '')}"
24583,CHEM,223LD,06,Lab Section,M 1.00-5.00,M 1:00pm-5:00pm,,M 1:00pm-5:00pm,"{'Monday': ('13:00', '17:00', '')}"
24584,CHEM,223LD,07,Lab Section,M 1.00-5.00,M 1:00pm-5:00pm,,M 1:00pm-5:00pm,"{'Monday': ('13:00', '17:00', '')}"
24585,CHEM,223LD,08,Lab Section,M 1.00-5.00,M 1:00pm-5:00pm,,M 1:00pm-5:00pm,"{'Monday': ('13:00', '17:00', '')}"
24586,CHEM,223LD,09,Lab Section,M 1.00-5.00,M 1:00pm-5:00pm,,M 1:00pm-5:00pm,"{'Monday': ('13:00', '17:00', '')}"
24587,CHEM,223LD,10,Lab Section,T 1.00-5.00,T 1:00pm-5:00pm,,T 1:00pm-5:00pm,"{'Tuesday': ('13:00', '17:00', '')}"
24588,CHEM,223LD,11,Lab Section,W 1.00-5.00,W 1:00pm-5:00pm,,W 1:00pm-5:00pm,"{'Wednesday': ('13:00', '17:00', '')}"
24589,CHEM,223LD,12,Lab Section,W 1.00-5.00,W 1:00pm-5:00pm,,W 1:00pm-5:00pm,"{'Wednesday': ('13:00', '17:00', '')}"
25596,CHEM,223LD,13,Lab Section,Th 1.00-5.00,Th 1:00pm-5:00pm,,Th 1:00pm-5:00pm,"{'Thursday': ('13:00', '17:00', '')}"
25597,CHEM,223LD,14,Lab Section,F 1.00-5.00,F 1:00pm-5:00pm,,F 1:00pm-5:00pm,"{'Friday': ('13:00', '17:00', '')}"
25598,CHEM,223LD,15,Lab Section,F 1.00-5.00,F 1:00pm-5:00pm,,F 1:00pm-5:00pm,"{'Friday': ('13:00', '17:00', '')}"
25599,CHEM,223LD,16,Lab Section,F 1.00-5.00,F 1:00pm-5:00pm,,F 1:00pm-5:00pm,"{'Friday': ('13:00', '17:00', '')}"
24600,CHEM,251LD,01,Lab Section,M 1.00-5.00 SCL 230,M 1:00pm-5:00pm,SCL 230,M 1:00pm-5:00pm in SCL 230,"{'Monday': ('13:00', '17:00', 'SCL 230')}"
24601,CHEM,251LD,02,Lab Section,,,,,{}
24602,CHEM,251LD,03,Lab Section,W 1.00-5.00,W 1:00pm-5:00pm,,W 1:00pm-5:00pm,"{'Wednesday': ('13:00', '17:00', '')}"
24603,CHEM,251LD,04,Lab Section,Th 1.00-5.00,Th 1:00pm-5:00pm,,Th 1:00pm-5:00pm,"{'Thursday': ('13:00', '17:00', '')}"
24591,CHEM,252D,01,Discussion section,,,,,{}
24592,CHEM,252D,02,Discussion section,T 7.00-7.50p WLH 202,T 7:00pm-7:50pm,WLH 202,T 7:00pm-7:50pm in WLH 202,"{'Tuesday': ('19:00', '19:50', 'WLH 202')}"
24593,CHEM,252D,03,Discussion section,,,,,{}
24594,CHEM,252D,04,Discussion section,W 7.00-7.50p HLH17 03,W 7:00pm-7:50pm,HLH17 03,W 7:00pm-7:50pm in HLH17 03,"{'Wednesday': ('19:00', '19:50', 'HLH17 03')}"
24606,CHEM,333D,01,Discussion section,,,,,{}
24607,CHEM,333D,02,Discussion section,T 7.00-7.50p WLH 203,T 7:00pm-7:50pm,WLH 203,T 7:00pm-7:50pm in WLH 203,"{'Tuesday': ('19:00', '19:50', 'WLH 203')}"
24608,CHEM,333D,03,Discussion section,,,,,{}
24609,CHEM,333D,04,Discussion section,W 7.00-7.50p LC 203,W 7:00pm-7:50pm,LC 203,W 7:00pm-7:50pm in LC 203,"{'Wednesday': ('19:00', '19:50', 'LC 203')}"
25335,CHEM,333D,05,Discussion section,M 7.00-7.50p LC 203,M 7:00pm-7:50pm,LC 203,M 7:00pm-7:50pm in LC 203,"{'Monday': ('19:00', '19:50', 'LC 203')}"
25336,CHEM,333D,06,Discussion section,Th 7.00-7.50p HLH17 03,Th 7:00pm-7:50pm,HLH17 03,Th 7:00pm-7:50pm in HLH17 03,"{'Thursday': ('19:00', '19:50', 'HLH17 03')}"
25783,CLCV,161D,01,Discussion Section,,,,,{}
25786,CLCV,161D,02,Discussion Section,,,,,{}
25789,CLCV,161D,03,Discussion Section,,,,,{}
25792,CLCV,161D,04,Discussion Section,,,,,{}
25564,CLCV,236D,01,Discussion Section,W 3.30-4.20 PH 207,W 3:30pm-4:20pm,PH 207,W 3:30pm-4:20pm in PH 207,"{'Wednesday': ('15:30', '16:20', 'PH 207')}"
25566,CLCV,236D,02,Discussion Section,W 8.00-8.50p PH 207,W 8:00pm-8:50pm,PH 207,W 8:00pm-8:50pm in PH 207,"{'Wednesday': ('20:00', '20:50', 'PH 207')}"
25933,CLCV,236D,03,Discussion Section,Th 9.25-10.15,Th 9:25am-10:15am,,Th 9:25am-10:15am,"{'Thursday': ('9:25', '10:15', '')}"
25369,E&EB,145D,01,Discussion Section,T 9.25-10.15 YK220 100,T 9:25am-10:15am,YK220 100,T 9:25am-10:15am in YK220 100,"{'Tuesday': ('9:25', '10:15', 'YK220 100')}"
25368,E&EB,145D,02,Discussion Section,T 7.00-7.50p WLH 003,T 7:00pm-7:50pm,WLH 003,T 7:00pm-7:50pm in WLH 003,"{'Tuesday': ('19:00', '19:50', 'WLH 003')}"
25367,E&EB,145D,03,Discussion Section,W 9.25-10.15 WTS B51,W 9:25am-10:15am,WTS B51,W 9:25am-10:15am in WTS B51,"{'Wednesday': ('9:25', '10:15', 'WTS B51')}"
25387,E&EB,223LD,01,Lab Section,T 1.30-4.30,T 1:30pm-4:30pm,,T 1:30pm-4:30pm,"{'Tuesday': ('13:30', '16:30', '')}"
25388,E&EB,223LD,02,Lab Section,Th 1.30-4.30,Th 1:30pm-4:30pm,,Th 1:30pm-4:30pm,"{'Thursday': ('13:30', '16:30', '')}"
25576,E&EB,223LD,03,Lab Section,W 1.30-4.30,W 1:30pm-4:30pm,,W 1:30pm-4:30pm,"{'Wednesday': ('13:30', '16:30', '')}"
25577,E&EB,223LD,04,Lab Section,W 1.30-4.30,W 1:30pm-4:30pm,,W 1:30pm-4:30pm,"{'Wednesday': ('13:30', '16:30', '')}"
25497,E&EB,225D,01,Discussion section,M 7.00-7.50p WLH 011,M 7:00pm-7:50pm,WLH 011,M 7:00pm-7:50pm in WLH 011,"{'Monday': ('19:00', '19:50', 'WLH 011')}"
25498,E&EB,225D,02,Discussion section,T 5.00-5.50 WTS A38,T 5:00pm-5:50pm,WTS A38,T 5:00pm-5:50pm in WTS A38,"{'Tuesday': ('17:00', '17:50', 'WTS A38')}"
25370,E&EB,291LD,01,Lab Section,Th 1.30-4.30,Th 1:30pm-4:30pm,,Th 1:30pm-4:30pm,"{'Thursday': ('13:30', '16:30', '')}"
25371,E&EB,291LD,02,Lab Section,F 1.30-4.30,F 1:30pm-4:30pm,,F 1:30pm-4:30pm,"{'Friday': ('13:30', '16:30', '')}"
25372,E&EB,291LD,03,Lab Section,,,,,{}
25373,E&EB,291LD,04,Lab Section,,,,,{}
24908,EAST,301D,01,Discussion Section,Th 5.00-5.50 WLH 011,Th 5:00pm-5:50pm,WLH 011,Th 5:00pm-5:50pm in WLH 011,"{'Thursday': ('17:00', '17:50', 'WLH 011')}"
24910,EAST,301D,02,Discussion Section,Th 7.00-7.50p HGS 401,Th 7:00pm-7:50pm,HGS 401,Th 7:00pm-7:50pm in HGS 401,"{'Thursday': ('19:00', '19:50', 'HGS 401')}"
24912,EAST,301D,03,Discussion Section,F 1.30-2.20 HGS 117,F 1:30pm-2:20pm,HGS 117,F 1:30pm-2:20pm in HGS 117,"{'Friday': ('13:30', '14:20', 'HGS 117')}"
24914,EAST,301D,04,Discussion Section,F 2.30-3.20,F 2:30pm-3:20pm,,F 2:30pm-3:20pm,"{'Friday': ('14:30', '15:20', '')}"
25633,EAST,301D,05,Discussion Section,Th 4.00-4.50 WLH 203,Th 4:00pm-4:50pm,WLH 203,Th 4:00pm-4:50pm in WLH 203,"{'Thursday': ('16:00', '16:50', 'WLH 203')}"
25020,ECON,115D,01,Discussion Section,W 4.00-4.50 HLH17 05,W 4:00pm-4:50pm,HLH17 05,W 4:00pm-4:50pm in HLH17 05,"{'Wednesday': ('16:00', '16:50', 'HLH17 05')}"
25021,ECON,115D,02,Discussion Section,W 5.00-5.50 HLH17 05,W 5:00pm-5:50pm,HLH17 05,W 5:00pm-5:50pm in HLH17 05,"{'Wednesday': ('17:00', '17:50', 'HLH17 05')}"
25022,ECON,115D,03,Discussion Section,Th 4.00-4.50 WLH 211,Th 4:00pm-4:50pm,WLH 211,Th 4:00pm-4:50pm in WLH 211,"{'Thursday': ('16:00', '16:50', 'WLH 211')}"
25023,ECON,115D,04,Discussion Section,Th 5.00-5.50 WLH 211,Th 5:00pm-5:50pm,WLH 211,Th 5:00pm-5:50pm in WLH 211,"{'Thursday': ('17:00', '17:50', 'WLH 211')}"
25024,ECON,115D,05,Discussion Section,Th 7.00-7.50p WLH 114,Th 7:00pm-7:50pm,WLH 114,Th 7:00pm-7:50pm in WLH 114,"{'Thursday': ('19:00', '19:50', 'WLH 114')}"
